radius_m,mu,g_mps2,safety_margin,vmax_mps,vmax_kph,curvature_1pm
14.18652150527016,0.37777777777777777,9.80665,0.9,6.524676914806987,23.488836893305155,0.07048944306950151
15.396314308023445,0.37777777777777777,9.80665,0.9,6.797190398016382,24.469885432858977,0.06495060960653891
16.70927536277212,0.37777777777777777,9.80665,0.9,7.081085839213979,25.491909021170326,0.05984699984225389
18.134202612598305,0.37777777777777777,9.80665,0.9,7.3768386239334385,26.556619046160378,0.055144415299808874
19.68064426823892,0.37777777777777777,9.80665,0.9,7.684943992939461,27.66579837458206,0.050811344708558304
21.35896278912639,0.37777777777777777,9.80665,0.9,8.005917871513034,28.821304337446925,0.046818752852038716
23.180404320580113,0.37777777777777777,9.80665,0.9,8.340297733373047,30.02507184014297,0.043139886007604114
25.157174052436584,0.37777777777777777,9.80665,0.9,8.688643500680996,31.279116602451587,0.039750092673987984
27.302518004084163,0.37777777777777777,9.80665,0.9,9.05153848163582,32.58553853388895,0.03662665838551634
29.630811783930948,0.37777777777777777,9.80665,0.9,9.429590347228837,33.94652525002381,0.033748653506088175
32.15765691806901,0.37777777777777777,9.80665,0.9,9.823432148794428,35.36435573565994,0.031096792983014623
34.899985393617925,0.37777777777777777,9.80665,0.9,10.233723378060347,36.84140416101725,0.0286533071209499
37.87617311727583,0.37777777777777777,9.80665,0.9,10.66115107147268,38.380143857301654,0.02640182250999076
41.106163049345874,0.37777777777777777,9.80665,0.9,11.106430960644717,39.98315145832098,0.024327252310062372
44.61159883833952,0.37777777777777777,9.80665,0.9,11.570308670856136,41.65311121508209,0.02241569515640388
48.415969851620716,0.37777777777777777,9.80665,0.9,12.053560969609407,43.392819490593865,0.020654342008735473
52.54476857391859,0.37777777777777777,9.80665,0.9,12.556997067334136,45.20518944240289,0.01903139031991789
57.02566142841072,0.37777777777777777,9.80665,0.9,13.081459972417402,47.09325590070265,0.017535964948962268
61.88867416502191,0.37777777777777777,9.80665,0.9,13.627827902829054,49.060180450184596,0.01615804528844112
67.16639305819612,0.37777777777777777,9.80665,0.9,14.197015756705795,51.10925672414086,0.014888398117992625
72.89418326233583,0.37777777777777777,9.80665,0.9,14.789976644356585,53.24391591968371,0.013718515733980334
79.11042578807361,0.37777777777777777,9.80665,0.9,15.407703484254597,55.46773254331655,0.012640558940725057
85.8567746873161,0.37777777777777777,9.80665,0.9,16.05123066568837,57.78443039647813,0.011647304521302186
93.17843617041748,0.37777777777777777,9.80665,0.9,16.72163578085622,60.1978888110824,0.010732096835914515
101.12447152580039,0.37777777777777777,9.80665,0.9,17.420041429304298,62.712149145495474,0.009888803223509207
109.7481258718426,0.37777777777777777,9.80665,0.9,18.14761709772989,65.3314215518276,0.009111772907791985
119.10718494394104,0.37777777777777777,9.80665,0.9,18.905581118297654,68.06009202587155,0.008395799132274511
129.2643623075289,0.37777777777777777,9.80665,0.9,19.69520270874807,70.90272975149306,0.007736084270627743
140.28771959169813,0.37777777777777777,9.80665,0.9,20.517804097714297,73.86409475177147,0.007128207678551341
152.25112255934317,0.37777777777777777,9.80665,0.9,21.374762738806115,76.94914585970201,0.006568096071739821
165.2347360698837,0.37777777777777777,9.80665,0.9,22.26751361716875,80.1630490218075,0.006051996231452594
179.32556125123102,0.37777777777777777,9.80665,0.9,23.197551652378785,83.51118594856362,0.00557644985479244
194.61801848049907,0.37777777777777777,9.80665,0.9,24.166434201700643,86.99916312612231,0.005138270381168232
211.21458007992592,0.37777777777777777,9.80665,0.9,25.175783667895754,90.63282120442472,0.004734521639659483
229.22645696759918,0.37777777777777777,9.80665,0.9,26.22729021595101,94.41824477742364,0.004362498174202241
248.7743438641171,0.37777777777777777,9.80665,0.9,27.322714603275486,98.36177257179175,0.0040197071147586244
269.98922804870523,0.37777777777777777,9.80665,0.9,28.463891128104983,102.47000806117794,0.0037038514729913707
